gene	oe_lof_upper	interaction
GNL2	0.551	cis
GNL3	1.266	cis
GNL3L	0.232	cis
GNLY	1.857	cis
GNMT	0.951	cis_intra
GNPDA1	1.501	cis_intra
GNPDA2	0.955	cis
GNPTAB	0.821	trans-intra
GNPTG	1.215	cis
GNRH1	1.051	cis
GNS	0.606	cis_intra
GOLGA1	0.541	cis_intra
GOLGA2	0.295	trans-intra
GOLGA3	0.38	cis_inter
GOLGA4	0.515	trans-intra
GOLGA5	0.527	cis_intra
GOLGA7	0.634	cis
GOLGA7B	1.035	cis_inter
GOLGA8A	1.807	cis
GOLGA8B	1.872	cis
GOLGA8N	1.216	cis
GOLGB1	0.42	trans-intra
GOLIM4	0.731	trans-intra
GOLM1	1.034	cis_inter
GOLPH3	0.665	trans-intra
GOLPH3L	1.064	cis
GOLT1A	0.857	cis
GOLT1B	0.476	cis_intra
GON4L	0.299	inter_intra
GOPC	0.704	trans-intra
GORAB	0.987	cis
GORASP1	0.675	cis
GORASP2	0.384	cis_intra
GOSR1	0.642	cis_intra
GOSR2	1.347	cis_intra
GOT2	0.623	cis_intra
GP2	1.416	trans-intra
GP6	1.609	cis
GPA33	1.069	inter_intra
GPAA1	0.977	cis
GPALPP1	1.02	cis_inter_intra
GPAM	0.677	cis_intra
GPANK1	1.398	cis
GPATCH1	0.689	cis_intra
GPATCH2	1.064	inter_intra
GPATCH2L	0.566	cis_inter
GPATCH8	0.17	cis_inter_intra
GPBAR1	1.951	cis
GPBP1	0.437	cis_intra
GPC2	0.565	cis
GPC3	0.162	trans-intra
GPC4	0.368	cis_intra
GPCPD1	0.418	cis_intra
GPD1	0.834	cis
GPD1L	0.701	cis_intra
GPD2	0.86	cis_inter_intra
GPER1	0.695	cis
GPHN	0.177	inter_intra
GPI	0.689	cis_intra
GPIHBP1	1.096	trans-inter
GPKOW	0.187	cis
GPLD1	0.833	cis_intra
GPM6A	0.218	cis_inter_intra
GPM6B	0.592	cis_intra
GPN2	0.852	cis_intra
GPN3	1.069	cis
GPNMB	1.678	cis_intra
GPR108	1.063	cis
GPR135	1.526	cis_intra
GPR137	0.435	cis_inter
GPR137B	1.319	cis_intra
GPR141	1.937	cis_intra
GPR143	0.374	cis_intra
GPR146	1.058	cis
GPR153	1.292	cis
GPR155	0.974	cis
GPR157	1.186	cis
GPR160	1.263	cis_inter_intra
GPR162	0.659	cis
GPR171	1.295	cis_intra
GPR174	0.677	cis
GPR176	0.78	cis_inter_intra
GPR18	1.798	cis
GPR180	1.107	cis
GPR19	0.681	cis
GPR25	1.264	cis
GPR27	1.051	cis
GPR3	1.543	cis
GPR34	0.816	cis
GPR35	1.509	cis_inter
GPR37L1	1.355	cis
GPR4	0.861	cis
GPR42	1.661	cis
GPR55	1.707	cis_intra
GPR65	0.833	cis_intra
GPR68	1.364	cis
GPR75	1.233	cis
GPR83	1.238	cis_inter
GPR84	1.585	cis
GPR89B	1.24	cis
GPRASP1	0.416	cis
GPRC5A	1.627	cis
GPRC5B	0.765	trans-inter
GPRC5C	0.878	cis
GPRIN1	0.32	cis
GPRIN3	1.474	trans-intra
GPS1	0.231	cis_inter
GPS2	0.583	cis
GPSM1	0.684	cis
GPSM2	0.864	cis
GPSM3	0.787	cis
GPT2	0.698	trans-inter
GPX2	1.686	cis
GPX3	0.801	cis
GPX4	1.278	cis
GPX7	1.412	cis_intra
GRAMD1A	0.502	cis_intra
GRAMD1B	0.245	cis_inter_intra
GRAMD1C	1.076	cis_intra
GRAMD3	1.142	cis_inter_intra
GRAMD4	0.162	cis_inter_intra
GRAP	1.217	cis
GRAP2	0.765	trans-inter
GRB10	0.335	cis_inter_intra
GRB14	0.496	cis_intra
GRB2	0.357	cis_inter_intra
GREM2	1.268	cis_inter_intra
GRHPR	1.165	cis
GRID2IP	0.42	cis_intra
GRIK1	0.72	cis_inter_intra
GRIK4	0.409	cis_inter_intra
GRIK5	0.285	inter_intra
GRIN2D	0.167	cis_intra
GRIN3A	0.386	cis_intra
GRIN3B	0.978	cis
GRINA	0.493	cis
GRIP1	0.356	cis_inter_intra
GRK4	1.087	cis_inter
GRK5	0.382	cis_inter_intra
GRK6	0.571	trans-inter
GRM2	0.485	cis_intra
GRN	0.483	cis
GRPEL1	0.778	cis
GRTP1	1.633	cis_inter
GRWD1	0.773	cis
GSAP	1.001	cis_intra
GSDMA	1.432	cis
GSDMB	1.053	cis
GSDMD	1.446	cis
GSE1	0.128	cis_inter_intra
GSG1L	0.464	cis_inter_intra
GSG2	1.009	trans-intra
GSK3A	0.128	cis
GSK3B	0.334	cis_intra
GSKIP	0.974	trans-intra
GSN	0.837	cis_inter_intra
GSPT1	0.16	cis_intra
GSS	0.785	cis_inter_intra
GSTA1	1.633	trans-intra
GSTA2	1.677	cis
GSTA4	0.902	cis
GSTCD	0.811	cis_inter_intra
GSTK1	1.352	cis_intra
GSTM1	1.013	cis
GSTM2	1.392	cis
GSTM3	1.172	cis
GSTM4	1.617	cis
GSTM5	1.545	cis
GSTO1	1.745	cis_intra
GSTO2	1.614	cis_intra
GSTP1	0.853	cis
GSTZ1	1.483	cis
GTDC1	1.285	inter_intra
GTF2A1	0.277	cis_inter_intra
GTF2A2	1.359	cis
GTF2E1	0.393	cis
GTF2E2	0.608	cis_intra
GTF2F1	0.759	cis_intra
GTF2F2	0.848	cis_intra
GTF2H1	0.291	cis_intra
GTF2H3	1.043	trans-intra
GTF2H4	0.811	cis
GTF2H5	1.714	cis_intra
GTF2I	0.27	cis
GTF3A	1.6	cis
GTF3C1	0.173	cis_intra
GTF3C3	0.588	cis
GTF3C5	0.89	cis
GTF3C6	1.179	cis_intra
GTPBP1	0.351	trans-inter
GTPBP10	0.739	cis_intra
GTPBP3	1.224	cis
GTPBP4	0.08	cis
GTPBP6	1.549	cis
GTPBP8	1.513	cis
GTSF1	0.778	cis
GTSF1L	1.791	cis
GUCA1B	1.242	cis
GUCD1	0.66	cis_intra
GUCY1A3	0.84	trans-intra
GUCY1B3	0.675	trans-intra
GUCY2C	1.079	cis_intra
GUCY2D	0.748	cis
GUF1	1.137	cis_intra
GUK1	1.427	cis
GUSB	0.754	cis_inter_intra
GVQW1	NA	cis
GXYLT1	0.519	cis_intra
GYG1	1.405	cis_intra
GYPB	1.8	cis
GYPC	1.205	cis
GYPE	1.616	cis
GYS1	0.527	cis
GZF1	0.646	cis
GZMB	1.935	cis
GZMH	1.773	cis
GZMK	0.963	cis
GZMM	1.198	cis
H1F0	0.897	cis
H1FNT	NA	cis
H1FX	1.353	cis
H2AFV	0.822	cis_intra
H2AFY	0.479	cis_intra
H2AFY2	0.298	cis_intra
H2AFZ	0.435	cis
H3F3A	1.158	cis
H3F3B	0.551	trans-inter
H3F3C	NA	cis
H6PD	0.941	cis
HABP4	0.697	cis_inter
HACE1	0.524	cis_intra
HACL1	1.007	cis
HADH	0.998	cis_intra
HAGH	1.031	cis_intra
HAGHL	1.461	cis
HAL	1.305	cis_intra
HAO2	1.265	trans-intra
HAPLN3	1.24	cis
HARS	0.763	cis
HAS1	1.379	cis_intra
HAT1	0.389	cis
HAUS1	1.301	cis
HAUS4	0.605	cis
HAUS5	0.731	cis
HAUS6	0.963	cis_intra
HAUS7	0.22	cis_intra
HAUS8	1.021	cis
HAVCR1	1.263	cis_intra
HAVCR2	0.857	cis_intra
HAX1	1.375	cis
HBE1	1.484	cis
HBG1	1.133	cis
HBG2	0.826	cis_inter_intra
HBM	1.69	cis
HBS1L	0.676	cis_intra
HBZ	1.905	cis
HCAR2	1.63	cis
HCAR3	1.94	cis
HCFC1	0.06	cis
HCFC1R1	1.722	cis
HCFC2	0.198	cis
HCG27	1.89	cis
HCK	0.51	cis_intra
HCLS1	0.733	cis
HCN2	0.448	cis_intra
HCST	1.786	cis
HDAC10	1.508	cis
HDAC11	0.687	cis
HDAC2	0.1	cis_intra
HDAC4	0.052	inter_intra
HDAC5	0.141	cis_inter_intra
HDAC6	0.072	cis
HDAC7	0.239	cis_inter
HDAC8	0.297	trans-intra
HDAC9	0.248	inter_intra
HDDC2	1.19	cis_intra
HDDC3	1.501	cis
HDHD2	1.488	cis_intra
HDHD3	1.372	cis
HDLBP	0.154	cis_intra
HDX	0.555	trans-intra
HEATR1	0.137	cis_intra
HEATR3	0.825	cis
HEATR5A	1.626	cis_inter_intra
HEATR6	0.909	cis_intra
HEBP1	1.758	cis
HEBP2	1.541	cis_intra
HECA	0.484	cis_intra
HECTD1	0.158	cis_inter_intra
HECTD3	0.403	cis
HECTD4	0.127	trans-intra
HECW2	0.257	cis_inter_intra
HEG1	0.573	cis_intra
HELB	1.172	cis
HELLS	0.239	cis_inter_intra
HELQ	0.762	cis
HELZ	0.048	cis_inter_intra
HELZ2	0.466	cis
HEMK1	1.033	cis_intra
HENMT1	1.572	cis
HEPACAM2	1.253	trans-intra
HEPH	0.563	trans-intra
HERC1	0.24	cis_inter_intra
HERC2	0.201	cis_intra
HERC3	0.388	cis
HERC4	0.246	cis_intra
HERC5	0.705	trans-intra
HERC6	0.887	cis_intra
HERPUD1	0.23	cis
HERPUD2	0.345	cis_intra
HES1	0.568	cis
HES4	1.947	cis
HES6	1.38	cis
HEXA	0.973	cis
HEXB	0.916	cis_intra
HEXDC	1.14	cis_inter
HEY1	0.804	cis
HEY2	0.407	trans-intra
HEYL	1.397	cis_intra
HFE	1.186	trans-intra
HFE2	0.878	trans-intra
HGD	0.936	trans-intra
HGF	0.25	inter_intra
HGS	0.456	trans-intra
HGSNAT	0.729	cis_intra
HHAT	0.837	cis_inter_intra
HHATL	0.886	cis
HHLA2	1.005	cis
HHLA3	1.835	cis_intra
HIBADH	0.832	cis_intra
HIBCH	1.186	cis_inter_intra
HIC1	0.648	trans-inter
HID1	0.471	cis_intra
HIF1AN	0.557	cis
HIF3A	0.599	trans-intra
HIGD1A	1.257	cis
HIGD2A	1.574	cis
HINFP	0.514	cis
HINT1	1.81	cis
HINT3	1.785	trans-intra
HIP1	0.33	cis_inter_intra
HIP1R	0.753	cis
HIPK1	0.121	cis_intra
HIPK2	0.156	cis_inter_intra
HIPK3	0.367	trans-intra
HIPK4	0.852	cis_inter
HIRA	0.136	inter_intra
HIST1H1C	1.861	cis
HIST1H1T	NA	cis
HIST1H2AC	1.033	cis
HIST1H2AD	1.947	cis
HIST1H2AE	1.825	cis
HIST1H2BD	1.971	cis_intra
HIST1H2BF	1.981	cis
HIST1H2BG	1.974	cis
HIST1H2BH	1.972	cis
HIST1H2BJ	1.833	cis
HIST1H2BK	1.971	cis
HIST1H2BN	1.942	trans-intra
HIST1H3D	1.883	cis
HIST1H3E	1.959	cis_intra
HIST1H4E	1.94	cis_intra
HIST1H4H	1.963	cis
HIST1H4I	1.929	cis
HIST4H4	1.895	cis
HIVEP1	0.173	cis_intra
HIVEP2	0.08	cis_inter_intra
HIVEP3	0.313	cis_inter_intra
HK1	0.334	cis_inter_intra
HK2	0.485	cis_intra
HK3	1.166	trans-intra
HKDC1	0.884	cis_intra
HKR1	1.441	cis_intra
HLA-A	0.754	cis_intra
HLA-B	0.912	cis_intra
HLA-C	1.017	cis_intra
HLA-DMA	0.983	cis_intra
HLA-DMB	0.977	cis_intra
HLA-DOA	1.85	cis
HLA-DOB	1.353	cis_intra
HLA-DPA1	1.568	cis
HLA-DPB1	1.602	cis_intra
HLA-DQA1	0.97	cis_intra
HLA-DQA2	1.6	cis_intra
HLA-DQB1	0.944	cis_intra
HLA-DQB2	0.837	cis_intra
HLA-DRA	0.594	cis
HLA-DRB1	1.156	cis_intra
HLA-DRB5	1.849	cis_intra
HLA-E	0.614	cis
HLA-F	0.933	cis_intra
HLA-G	1.458	cis_intra
HLCS	0.876	cis_inter_intra
HLF	0.313	trans-intra
HLTF	1.101	cis_intra
HM13	0.429	cis_intra
HMBOX1	0.233	cis_inter_intra
HMBS	0.343	cis
HMCES	1.113	cis
HMG20A	0.432	trans-inter
HMG20B	0.458	cis
HMGB1	0.473	cis_inter_intra
HMGB3	0.566	cis
HMGCL	1.112	cis
HMGCS1	0.207	trans-intra
HMGN1	0.912	cis
HMGN2	0.459	cis
HMGN3	1.031	cis
HMGN4	1.857	cis_intra
HMGN5	1.147	cis_intra
HMGXB3	0.258	cis_intra
HMGXB4	0.424	cis_intra
HMOX2	0.966	cis_inter
HN1	1.279	cis_inter
HN1L	0.864	cis
HNMT	0.796	cis
HNRNPA1	0.147	cis
HNRNPA1L2	1.914	cis
HNRNPA2B1	0.218	trans-intra
HNRNPC	0.295	cis
HNRNPD	0.227	trans-inter
HNRNPF	0.289	cis
HNRNPK	0.096	trans-intra
HNRNPLL	0.349	inter_intra
HNRNPM	0.093	cis_intra
HNRNPUL1	0.186	cis_inter_intra
HNRNPUL2	0.227	cis
HOMER1	0.145	trans-intra
HOMER2	0.659	cis_inter_intra
HOMER3	0.341	cis
HOOK1	0.623	cis_intra
HOOK2	0.925	cis_inter_intra
HOOK3	0.155	inter_intra
HOPX	1.91	cis
HORMAD1	0.343	cis
HOXA1	0.628	cis
HOXA10	0.416	cis
HOXA2	0.699	cis
HOXA3	0.35	cis_inter_intra
HOXA4	1.632	cis
HOXA5	1.227	cis
HOXA9	1.618	cis_intra
HOXB2	1.33	cis
HOXB3	0.409	cis
HOXB4	1.019	cis
HOXB7	1.522	cis_inter_intra
HOXB9	0.757	cis_intra
HOXC4	0.735	cis
HOXC4	0.735	cis
HP	1.018	cis
HP1BP3	0.3	cis
HPCAL1	0.416	trans-intra
HPCAL4	1.679	cis
HPD	0.666	cis
HPGD	1.25	cis_intra
HPN	0.192	cis
HPR	1.599	cis_intra
HPRT1	0.34	trans-intra
HPS1	0.692	cis
HPS3	1.019	cis
HPS4	0.633	cis
HPS5	0.733	cis_intra
HPS6	0.714	cis_intra
HPSE	1.159	cis
HRAS	0.926	cis
HRASLS	1.556	inter_intra
HRH2	0.811	trans-intra
HRH4	1.438	cis
HRK	1.793	cis
HS1BP3	1.217	trans-intra
HS2ST1	0.465	cis_inter_intra
HS3ST1	1.113	cis_inter_intra
HS3ST2	0.686	cis_inter_intra
HS3ST3A1	1.136	cis_intra
HS3ST3B1	0.778	cis_inter
HS6ST1	0.376	cis_intra
HSBP1	1.402	cis_intra
HSBP1L1	1.69	cis
HSD11B1L	1.188	cis
HSD17B1	1.351	cis
HSD17B10	0.342	cis
HSD17B11	1.463	cis_intra
HSD17B12	0.901	cis_inter_intra
HSD17B13	1.139	cis_inter
HSD17B14	1.531	cis_intra
HSD17B3	1.091	inter_intra
HSD17B4	0.745	cis_intra
HSD17B7	1.16	cis
HSD17B8	1.089	cis
HSD3B7	1.332	cis
HSDL1	0.915	cis
HSDL2	0.878	cis_intra
HSF1	0.414	cis
HSF2	0.315	cis_intra
HSF4	1.108	cis
HSF5	0.298	cis_inter_intra
HSP90AA1	0.353	trans-intra
HSP90AB1	0.213	trans-intra
HSP90B1	0.271	cis_inter
HSPA12B	0.618	cis
HSPA13	0.69	cis
HSPA1B	1.478	cis
HSPA4	0.244	cis_intra
HSPA8	0.201	cis
HSPA9	0.319	cis
HSPB1	1.872	cis
HSPB8	1.14	trans-intra
HSPB9	NA	cis
HSPBAP1	1.14	cis_intra
HSPBP1	0.652	cis
HSPD1	0.268	cis
HSPG2	0.412	cis_inter_intra
HSPH1	0.264	cis
HTATIP2	1.903	cis_intra
HTATSF1	0.217	cis
HTR3A	1.141	trans-intra
HTR6	1.275	cis
HTR7	0.68	trans-intra
HTRA1	0.752	cis_intra
HTRA2	0.756	cis
HTRA3	1.233	cis_intra
HTT	0.176	cis_inter
HUS1	1.123	cis_inter_intra
HUWE1	0.06	trans-intra
HVCN1	0.535	cis_intra
HYAL3	1.188	cis_intra
HYKK	1.145	trans-intra
IARS	0.768	cis_intra
IARS2	0.385	cis_inter_intra
IBA57	0.957	cis
IBTK	0.413	trans-intra
ICA1	0.577	cis_intra
ICA1L	0.64	cis
ICAM1	0.618	cis
ICAM2	1.253	cis
ICAM3	1.92	cis
ICAM5	0.542	cis
ICK	0.613	cis_intra
ICMT	0.45	cis_intra
ICOS	0.905	cis
ID3	0.709	cis
IDE	0.414	trans-intra
IDH2	0.384	cis
IDH3A	0.55	inter_intra
IDH3B	1.264	cis
IDH3G	0.711	cis
IDI1	1.077	cis
IDO1	1.078	cis_intra
IDUA	1.166	cis
IER3	0.928	cis_intra
IER3IP1	1.41	cis
IER5	0.451	cis
IFFO1	0.695	cis
IFFO2	0.42	cis_intra
IFI16	1.031	trans-intra
IFI27L1	1.521	cis
IFI27L2	1.933	cis
IFI30	1.513	cis
IFI35	1.359	cis
IFI44	1.496	cis
IFI44L	1.517	trans-inter
IFIH1	1.548	trans-intra
IFIT1B	1.908	cis_intra
IFIT3	1.184	cis_inter
IFIT5	0.915	cis
IFITM1	1.781	cis
IFITM10	1.034	cis_intra
IFITM2	1.889	cis
IFITM3	1.839	cis
IFITM5	1.949	cis
IFNAR1	1.211	cis
IFNAR2	1.122	cis
IFNG	0.822	trans-intra
IFNGR1	0.7	cis_intra
IFNGR2	0.339	cis_intra
IFNL1	1.521	cis
IFNLR1	0.763	cis
IFRD1	0.674	cis_intra
IFT122	0.858	cis_intra
IFT140	0.818	cis_inter_intra
IFT20	0.854	cis
IFT27	1.411	cis_intra
IFT43	1.598	trans-intra
IFT46	0.544	cis_intra
IFT52	0.866	cis_inter_intra
IFT57	1.096	cis_intra
IFT74	0.88	cis_intra
IFT80	0.991	trans-intra
IFT81	0.797	inter_intra
IFT88	0.708	cis_inter_intra
IGF1R	0.306	cis_inter_intra
IGF2	1.131	cis
IGF2BP2	0.428	trans-intra
IGF2BP3	0.095	inter_intra
IGF2R	0.212	inter_intra
IGFALS	1.842	cis
IGFBP2	0.816	cis
IGFBP3	0.385	cis_intra
IGFBP4	0.98	cis
IGFBP7	1.118	cis_intra
IGFLR1	1.306	cis
IGHMBP2	0.953	cis
IGLL1	1.643	cis
IGLON5	0.565	cis
IGSF21	0.525	inter_intra
IGSF22	1.306	cis
IGSF23	1.253	cis_intra
IGSF6	1.085	cis
IGSF8	1.052	cis
IGSF9	0.705	cis
IGSF9B	0.324	cis_intra
IK	0.607	cis
IKBIP	1.389	cis_intra
IKBKAP	0.735	cis_intra
IKBKE	0.464	cis
IKBKG	1.373	cis
IKZF1	0.156	cis_inter_intra
IKZF2	0.286	inter_intra
IKZF3	0.294	cis_inter_intra
IL10	1.039	cis
IL10RB	1.115	cis_inter_intra
IL11RA	1.538	cis
IL12RB1	0.91	cis_inter
IL12RB2	0.707	cis_intra
IL13RA1	0.323	cis
IL15	0.567	cis_intra
IL15RA	1.58	cis
IL16	0.687	cis_intra
IL17C	1.727	cis
IL17RA	0.632	cis
IL17RB	1.139	cis
IL17RC	0.867	cis
IL17RE	0.772	cis
IL18	1.284	trans-intra
IL18R1	0.833	cis_intra
IL18RAP	0.58	cis
IL1R1	0.506	cis_inter_intra
IL1R2	1.69	cis_intra
IL1RAP	0.444	cis_inter_intra
IL1RL1	1.173	cis
IL1RL2	0.989	trans-intra
IL1RN	0.907	cis
IL20RB	1.298	cis
IL21R	0.205	cis_intra
IL24	1.545	cis
IL27	0.505	cis_inter
IL27RA	0.903	cis
IL2RG	0.209	cis
IL32	1.917	cis
IL33	1.753	trans-intra
IL34	0.574	trans-intra
IL3RA	1.881	cis_intra
IL4I1	0.889	cis_intra
IL4R	0.832	cis_inter
IL6R	0.813	cis
IL6ST	0.228	cis_intra
IL7R	1.04	trans-intra
ILF2	0.247	cis
ILK	0.714	cis
ILKAP	0.301	cis
ILVBL	0.912	cis
IMMP1L	1.415	trans-intra
IMMP2L	1.202	cis_inter_intra
IMMT	0.472	cis_intra
IMP3	1.966	cis
IMP4	0.947	cis
IMPA1	0.877	cis
IMPA2	0.924	cis_intra
IMPACT	1.123	cis_intra
IMPG2	0.72	cis_intra
INCA1	1.799	cis
INCENP	0.336	cis
INF2	0.307	cis
ING1	0.756	cis
ING2	0.483	cis
ING3	0.211	cis
ING5	0.482	cis
INHA	1.016	trans-intra
INHBA	0.251	cis_intra
INHBB	0.269	cis
INHBE	1.434	cis
INIP	1.257	cis_intra
INMT	1.651	trans-intra
INO80	0.081	cis_inter_intra
INO80B	0.469	cis
INO80C	1.416	cis
INO80D	0.228	inter_intra
INO80E	0.95	cis
INPP1	1.273	cis
INPP4A	0.249	cis_intra
INPP4B	0.353	cis_inter_intra
INPP5A	0.308	cis_inter_intra
INPP5B	0.834	cis_intra
INPP5D	0.306	cis_intra
INPP5E	0.675	cis
INPP5F	0.524	inter_intra
INPP5J	1.175	cis
INPP5K	0.787	cis
INPPL1	0.423	cis
INSC	1.315	cis_intra
INSIG1	1.119	cis
INSIG2	0.771	cis
INSL3	1.59	cis
INSR	0.453	cis_inter_intra
INSRR	0.951	cis
INTS1	0.476	cis_inter
INTS10	0.156	cis
INTS12	0.436	cis_intra
INTS2	0.277	cis_intra
INTS3	0.251	cis
INTS4	0.7	cis_inter
INTS5	0.421	cis
INTS6	0.136	inter_intra
INTS7	0.55	cis_inter_intra
INTS8	0.314	cis_inter
INTS9	0.738	cis_inter_intra
INVS	0.919	cis_inter_intra
IP6K1	0.367	trans-intra
IP6K2	0.316	cis_inter_intra
IP6K3	1.215	cis
IPCEF1	0.655	cis_inter_intra
IPMK	0.33	cis
IPO11	0.418	inter_intra
IPO13	0.198	cis
IPO8	0.358	cis_intra
IPO9	0.23	cis_inter_intra
IQCB1	0.897	cis_intra
IQCD	1.851	cis
IQCE	1.577	cis_intra
IQCG	1.713	cis
IQCK	1.146	cis_inter_intra
IQGAP1	0.275	cis_inter_intra
IQGAP2	0.795	cis_inter_intra
IQSEC1	0.224	cis_inter_intra
IQSEC2	0.133	cis_intra
IQSEC3	0.469	cis_inter_intra
IRAK1BP1	1.398	cis_intra
IRAK2	1.255	cis_intra
IRAK3	1.549	cis_inter_intra
IRAK4	1.052	cis
IREB2	0.223	cis
IRF1	0.256	cis
IRF2	0.42	cis_intra
IRF2BP1	0.259	cis
IRF2BPL	0.405	cis
IRF4	0.382	cis_intra
IRF5	0.595	cis
IRF6	0.132	cis_intra
IRF7	1.568	cis
IRF8	0.344	cis
IRF9	0.45	cis
IRGM	NA	cis_intra
IRGQ	0.75	cis_intra
IRS1	0.502	cis_intra
IRS2	0.286	cis
IRX3	0.409	cis
ISCA1	0.994	cis
ISCA2	1.914	cis
ISCU	1.156	cis
ISG15	1.691	cis_inter_intra
ISG20	1.694	cis_intra
ISG20L2	0.707	cis
ISL2	0.67	cis
ISM1	0.696	cis_inter_intra
ISOC1	1.418	cis
ISOC2	1.549	cis
IST1	0.727	cis_inter_intra
ISYNA1	0.837	cis
ITCH	0.218	inter_intra
ITFG1	0.457	inter_intra
ITGA1	0.739	cis_intra
ITGA10	0.785	cis
ITGA2	0.594	cis_intra
ITGA3	0.534	cis
ITGA4	0.474	cis_inter_intra
ITGA6	0.529	cis_intra
ITGA7	0.799	cis
ITGA8	0.664	inter_intra
ITGA9	0.421	cis_inter_intra
ITGAD	0.866	cis
ITGAE	0.884	cis_intra
ITGAM	0.635	trans-inter
ITGAV	0.443	cis_intra
ITGAX	0.721	cis
ITGB1	0.306	cis_inter_intra
ITGB2	0.99	cis
ITGB3	0.519	cis_intra
ITGB3BP	1.412	cis_intra
ITGB4	0.648	cis_intra
ITGB5	0.706	cis_inter_intra
ITGB7	0.649	cis
ITIH2	1.092	cis_intra
ITIH3	0.891	cis
ITIH4	0.768	cis
ITIH5	1.211	trans-intra
ITK	0.712	cis_inter_intra
ITLN1	1.074	cis
ITLN2	1.119	cis
ITM2A	0.933	cis
ITM2C	0.496	cis
ITPA	1.353	cis
ITPK1	0.242	cis_inter_intra
ITPKA	0.472	cis
ITPKB	0.148	cis_intra
ITPKC	0.472	cis
ITPR1	0.134	cis_inter_intra
ITPR2	0.615	cis_inter_intra
ITPR3	0.569	cis
ITPRIP	1.496	cis
ITPRIPL1	1.366	cis
ITPRIPL2	1.054	cis
ITSN1	0.221	cis_inter_intra
ITSN2	0.491	inter_intra
IVD	1.35	cis
IVL	NA	cis
IVNS1ABP	0.281	cis
IWS1	0.267	cis_inter_intra
IZUMO4	1.713	cis
JADE1	0.246	cis_inter
JADE2	0.174	trans-intra
JADE3	0.124	trans-intra
JAGN1	1.35	cis
JAK1	0.214	cis_intra
JAK2	0.341	cis_inter_intra
JAK3	0.525	cis_intra
JAKMIP1	0.229	cis_inter_intra
JAKMIP2	0.176	cis_inter_intra
JAKMIP3	0.399	cis
JAM2	0.698	trans-intra
JAM3	0.843	cis_intra
JARID2	0.188	cis_inter_intra
JAZF1	0.405	cis_inter_intra
JDP2	0.71	trans-intra
JKAMP	0.62	cis
JMJD1C	0.072	inter_intra
JMJD4	1.319	cis
JMJD6	0.355	cis
JMJD7	0.966	cis
JMJD8	1.809	cis
JMY	0.318	trans-intra
JOSD1	0.827	cis_inter_intra
JOSD2	1.642	cis
JPH2	0.781	inter_intra
JPH3	0.202	cis_intra
JRKL	0.848	inter_intra
JSRP1	1.916	cis
JUP	0.587	cis_intra
KALRN	0.152	cis_inter_intra
KANK1	0.949	cis_inter_intra
KANK2	0.475	cis_intra
KANK3	1.053	cis_intra
KANSL1	0.238	cis_inter_intra
KANSL1L	0.352	cis_intra
KANSL2	0.374	cis
KARS	0.905	cis
KAT2B	0.294	cis_intra
KAT5	0.472	cis
KAT6A	0.069	cis_inter
KAT6B	0.128	cis_inter_intra
KAT7	0.128	cis_intra
KAT8	0.479	cis
KATNA1	0.701	trans-intra
KATNAL1	0.439	cis_intra
KATNB1	0.609	cis
KATNBL1	0.446	cis_intra
KAZN	0.381	cis_inter_intra
KBTBD11	1.005	cis
KBTBD2	0.234	cis_intra
KBTBD3	0.876	cis
KBTBD6	0.316	cis
KBTBD7	0.923	cis
KCMF1	0.296	trans-intra
KCNA3	0.392	cis
KCNAB1	0.507	cis_inter_intra
KCNAB2	0.385	cis_inter_intra
KCNAB3	1.195	cis
KCNB1	0.125	cis_inter_intra
KCNC3	0.587	cis_intra
KCNC4	0.732	cis_intra
KCND1	0.561	cis
KCND3	0.279	inter_intra
KCNE1	1.927	cis
KCNE2	1.937	cis
KCNE3	1.492	cis
KCNG2	0.666	cis
KCNH2	0.274	cis_intra
KCNH3	0.247	trans-intra
KCNH4	0.215	trans-intra
KCNH7	0.367	cis_inter_intra
KCNH8	0.666	inter_intra
KCNJ11	1.21	cis
KCNJ15	0.829	cis_intra
KCNJ2	0.615	cis
KCNK13	0.795	cis_inter_intra
KCNK17	1.474	cis
KCNK5	0.531	trans-intra
KCNK6	1.339	cis
KCNK7	1.666	cis
KCNMA1	0.276	cis_inter_intra
KCNMB1	1.602	cis_intra
KCNMB4	0.338	cis_inter_intra
KCNN4	1.008	cis
KCNQ1	0.814	cis_inter_intra
KCNQ4	0.41	cis_intra
KCNQ5	0.306	cis_inter_intra
KCNS1	0.67	cis
KCNT1	0.471	cis_inter_intra
KCTD1	0.442	inter_intra
KCTD10	0.412	cis_intra
KCTD11	1.467	cis
KCTD15	0.876	cis
KCTD17	0.814	cis_intra
KCTD18	1.423	cis
KCTD2	0.697	cis_inter_intra
KCTD20	0.792	cis_inter_intra
KCTD21	1.678	cis
KCTD3	0.412	cis_intra
KCTD5	0.789	cis_inter_intra
KCTD6	1.067	trans-intra
KCTD7	0.654	cis_intra
KCTD9	0.523	cis_intra
KDELC2	1.17	cis
KDELR1	0.419	cis
KDELR2	0.737	cis
KDELR3	1.938	cis
KDM1A	0.276	inter_intra
KDM1B	0.527	cis_intra
KDM2A	0.045	cis_inter_intra
KDM2B	0.178	inter_intra
KDM3B	0.06	cis_intra
KDM4A	0.156	trans-inter
KDM4B	0.171	cis_inter_intra
KDM4C	0.539	cis_inter_intra
KDM5A	0.163	cis_inter_intra
KDM5B	0.572	inter_intra
